our_rank,name,position,team,gsis_id,adp,adp_rank,ecr_rank,mkt_val,mkt_rank,log_rank,vs_adp,vs_adp_log,vs_adp_pct,vs_adp_clip,score_log_pts,pred_vorp,pos_rank,delta,anchor_rank,scarcity_gain,feature_gain,age_c,age_c2,age_rb,age_qb,games_missed,rookie_pedigree,td_share_c,team_change,has_prior,draft_ovr_log,vacated_target_share,vacated_carry_share,arriving_vet_usage,draft_competition,qb_change,qb_quality_delta,qb_rookie,qb_expected_missing,coach_change,team_fp_prior,team_fp_prior_z,team_pass_fp_share_prior,team_pass_rate_prior,returning_target_competition,returning_carry_competition,depth_rank_adp,is_rookie,qb_delta_wrte,vacated_tgt_wrte,vacated_carry_rb,opp_target_share,opp_air_yards_share,opp_ts_slope,opp_ts_l4f4,opp_cs_l6_delta,opp_fp_oe_pg,opp_td_per_opp_vs_pos,opp_boom_rate,ppg_delta,career_missed_rate,inj_weeks_listed_l2y,inj_soft_tissue_l2y,inj_recurrence,apy_cap_pct,contract_year,rookie_deal_yr,draft_r1,draft_r23,rb_early_rookie,yrs_since_peak,last_was_career_best,c_age_c,c_age_c2,c_age_rb,c_age_qb,c_games_missed,c_rookie_pedigree,c_td_share_c,c_team_change,c_has_prior,c_draft_ovr_log,c_vs_adp,c_vacated_target_share,c_vacated_carry_share,c_arriving_vet_usage,c_draft_competition,c_qb_change,c_qb_quality_delta,c_qb_rookie,c_qb_expected_missing,c_coach_change,c_team_fp_prior,c_team_fp_prior_z,c_team_pass_fp_share_prior,c_team_pass_rate_prior,c_returning_target_competition,c_returning_carry_competition,c_depth_rank_adp,c_is_rookie,c_qb_delta_wrte,c_vacated_tgt_wrte,c_vacated_carry_rb,c_opp_target_share,c_opp_air_yards_share,c_opp_ts_slope,c_opp_ts_l4f4,c_opp_cs_l6_delta,c_opp_fp_oe_pg,c_opp_td_per_opp_vs_pos,c_opp_boom_rate,c_ppg_delta,c_career_missed_rate,c_inj_weeks_listed_l2y,c_inj_soft_tissue_l2y,c_inj_recurrence,c_apy_cap_pct,c_contract_year,c_rookie_deal_yr,c_draft_r1,c_draft_r23,c_rb_early_rookie,c_yrs_since_peak,c_last_was_career_best,c_ppg_mismatch,raw_ppg_mismatch,_dummy,adp_gap_ahead,adp_gap_behind,age,birthdate,career_best_ppg,coach_pass_oe,coach_pass_shift,draft_ovr,draft_round,draft_year,expqb_rush_wrte,inj_recurrence_qb,inj_weeks_listed_l2y_qb,is_rk_draft,log_pts,ol_sack_rate_prior,ol_stuff_rate_prior,prev_games,prev_ppg,prev_td_share,prev_team,prop_mvp,prop_oroy,prop_pass_yds,prop_rec_yds,prop_rush_yds,qb_rush_ypg,rookie,rookie_log_pick,rookie_x_vacated,rz_ez_target_share,rz_gl_carry_share,rz_opp_pg,rz_target_share,rz_td_minus_expected,season,snap_share,snap_share_l4f4,snap_share_max4,sos_dvp,sos_dvp_first4,tgt_pts,vegas_wins_c,vegas_wins_delta,vs_adp_off,yrs_exp
92,George Kittle,TE,SF,00-0033288,107.000000,111,106,4.663439,106,4.663439,-0.042200,-0.046091,-0.027027,-0.046091,4.703660,-2.522917,11,19,92,19,0,6.895277,47.544848,0.000000,0.000000,6.000000,0.000000,0.073677,0.000000,1.000000,4.983607,0.298893,0.195426,0.000000,0.000000,1.000000,7.887071,0.000000,0.000000,0.000000,1560.220000,0.787839,0.653626,0.529814,0.112546,0.000000,1.000000,0.000000,7.887071,0.298893,0.000000,0.214541,0.193966,0.012015,0.126080,-0.002331,2.290909,0.042171,0.363636,-1.091515,0.167785,12.000000,2.000000,1.000000,0.068000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,0.000000,0.004549,-0.001759,0.000164,0.000502,-0.017044,-0.001404,-0.004443,-0.000691,0.007180,0.003437,-0.000350,0.000058,0.000199,0.002515,0.010326,0.005695,0.014818,0.000792,-0.000773,-0.001733,0.001727,-0.004493,0.001988,0.003078,0.000083,-0.002214,0.002358,-0.002888,-0.001274,-0.000270,0.001256,0.003705,0.000282,0.021304,-0.023208,-0.000651,0.001926,0.008867,-0.017559,-0.000152,-0.001300,-0.000074,0.001267,-0.015322,0.000576,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,0.019538,-0.006989,0.003619,8.315350,true,0.000000,4.615121,32.895277,1993-10-09,16.168750,-0.023672,0.000000,146,5,2017,16.333333,0.000000,0.000000,false,0.000000,-0.022154,0.004290,11.000000,14.681818,0.260062,SF,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.142857,0.000000,1.181818,0.144444,3.026535,2026,0.811818,0.137500,0.930000,-0.333385,1.729816,0.000000,0.000000,0.000000,-0.042200,9.000000
93,Jake Ferguson,TE,DAL,00-0038041,117.700000,116,107,4.672829,107,4.672829,-0.074108,-0.080761,-0.048649,-0.080761,4.722213,-2.522917,10,23,93,23,0,1.619439,2.622582,0.000000,0.000000,0.000000,0.000000,0.068798,0.000000,1.000000,4.859812,0.069193,0.043011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1689.500000,1.458065,0.638355,0.566231,0.059308,0.000000,1.000000,0.000000,0.000000,0.069193,0.000000,0.164798,0.091497,-0.008790,-0.133295,-0.001898,0.073529,0.019841,0.176471,3.607563,0.132353,4.000000,1.000000,0.000000,0.045000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000692,0.000560,0.000164,0.000502,0.010135,-0.001404,-0.004149,-0.000691,0.007180,0.003098,-0.000542,-0.000406,0.000543,0.002515,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.003333,-0.009238,-0.000321,-0.001817,0.000194,-0.002214,0.002358,-0.002888,0.000007,0.000107,0.001256,0.001806,-0.000089,-0.016185,0.025888,-0.000605,-0.000880,0.003723,0.000165,0.000320,0.001782,0.000007,0.000281,0.001175,0.000008,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,-0.004409,0.009665,0.000899,4.726206,true,0.000000,4.615121,27.619439,1999-01-18,11.064706,0.034416,0.000000,129,4,2022,10.411765,0.000000,0.000000,false,0.000000,-0.019691,-0.037530,17.000000,11.064706,0.255183,DAL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.192982,0.000000,1.470588,0.240385,-0.136422,2026,0.667059,-0.140000,0.812500,0.041218,-0.644301,0.000000,0.000000,0.000000,-0.074108,4.000000
94,Isaiah Likely,TE,NYG,00-0037838,137.500000,136,118,4.770685,118,4.770685,-0.131576,-0.141970,-0.097297,-0.141970,4.654636,-2.522917,13,42,97,39,3,0.370979,0.137625,0.000000,0.000000,5.000000,0.000000,-0.089140,1.000000,1.000000,4.934474,0.357002,0.043053,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1389.820000,-0.095566,0.591587,0.498035,0.149901,0.000000,1.000000,0.000000,0.000000,0.357002,0.000000,0.119970,0.122061,0.003095,0.018036,0.000000,-1.032500,-0.030051,0.000000,-3.105000,0.205882,5.000000,1.000000,0.000000,0.044000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,-0.000220,0.000689,0.000164,0.000502,-0.012514,-0.001404,0.005375,0.003267,0.007180,0.003302,-0.000887,0.000175,0.000543,0.002515,0.010326,-0.000920,-0.000085,0.000792,-0.000773,0.007096,-0.000389,0.001761,-0.007393,0.007350,0.000006,-0.002214,0.002358,-0.002888,0.000007,-0.000365,0.001256,0.000095,0.000022,0.005231,-0.002757,-0.000406,-0.002279,-0.007772,0.016877,-0.000354,-0.004615,-0.000003,0.000281,0.001175,-0.000016,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,-0.000988,-0.006989,-0.003370,-0.908090,true,0.000000,4.615121,26.370979,2000-04-18,8.246667,-0.038264,-0.004484,139,4,2022,34.785714,0.000000,0.000000,false,0.000000,0.011476,-0.031517,12.000000,5.141667,0.097245,BAL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.090909,0.000000,0.545455,0.107143,-0.925248,2026,0.559286,-0.067500,0.675000,0.123847,0.888640,0.000000,0.000000,0.000000,-0.131576,4.000000
95,Dalton Kincaid,TE,BUF,00-0038933,137.500000,137,115,4.744932,115,4.744932,-0.162119,-0.175049,-0.118919,-0.175049,4.669787,-2.522917,12,42,98,39,3,0.872005,0.760394,0.000000,0.000000,5.000000,0.000000,0.051521,0.000000,1.000000,3.218876,0.162698,0.031079,0.009091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1656.240000,1.285635,0.574554,0.479543,0.142857,0.000000,1.000000,0.000000,0.000000,0.162698,0.000000,0.149259,0.223882,-0.003617,-0.035073,0.000000,1.670833,0.044212,0.083333,2.754487,0.196078,12.000000,6.000000,1.000000,0.015000,0.000000,4.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000146,0.000656,0.000164,0.000502,-0.012514,-0.001404,-0.003107,-0.000691,0.007180,-0.001388,-0.001070,-0.000218,0.000570,0.002209,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.002920,-0.008017,-0.009968,0.009835,0.000020,-0.002214,0.002358,-0.002888,0.000007,-0.000047,0.001256,0.001213,0.000391,-0.006864,0.007296,-0.000406,0.001141,0.009337,0.008985,0.000234,-0.003762,-0.000074,0.005211,-0.015322,-0.000732,-0.000055,0.012277,0.000412,-0.002206,-0.000454,-0.004409,0.009665,0.000639,4.383085,true,0.000000,4.615121,26.872005,1999-10-18,10.508333,-0.024587,0.000000,25,1,2023,36.187500,0.000000,0.000000,false,0.000000,0.002375,-0.044101,12.000000,10.508333,0.237906,BUF,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.160000,0.000000,0.750000,0.115385,2.041144,2026,0.374167,-0.175000,0.520000,-0.224457,-0.702537,0.000000,0.000000,0.000000,-0.162119,3.000000
96,Kenny Gainwell,RB,TB,00-0036919,99.600000,102,102,4.624973,102,4.624973,0.000000,0.000000,0.000000,0.000000,4.510645,-2.595833,34,6,100,2,4,1.468857,2.157541,1.468857,0.000000,0.000000,0.000000,-0.007232,1.000000,1.000000,5.010635,0.303142,0.300847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1385.400000,-0.118481,0.637000,0.534057,0.085028,0.557203,2.000000,0.000000,0.000000,0.000000,0.300847,0.163025,-0.014785,0.003464,0.034680,0.026140,1.564118,0.007692,0.235294,9.105147,0.035294,0.000000,0.000000,0.000000,0.023000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000582,0.000584,0.002751,0.000502,0.010135,-0.001404,0.000436,0.003267,0.007180,0.003510,-0.000097,0.000066,-0.000039,0.002515,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000444,0.001923,-0.000526,0.002508,0.000140,0.007195,-0.002680,-0.002888,0.000007,0.000220,-0.002442,0.001738,-0.000474,0.005895,-0.005907,0.002343,0.001006,0.000924,-0.005405,0.000872,0.010226,0.000047,-0.000705,0.001175,-0.000534,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,-0.004409,0.009665,0.003383,8.003153,true,4.025352,4.615121,27.468857,1999-03-14,13.017647,0.011567,0.000000,150,5,2021,0.000000,0.000000,0.000000,false,0.000000,-0.006073,0.007863,17.000000,13.017647,0.216900,PIT,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.058824,0.310345,1.941176,0.217949,-1.776050,2026,0.496471,0.105000,0.687500,-0.159429,0.835882,0.000000,0.000000,0.000000,0.000000,5.000000
97,Dallas Goedert,TE,PHI,00-0034351,128.500000,124,123,4.812184,123,4.812184,-0.007491,-0.008097,-0.005405,-0.008097,4.617004,-3.818750,15,27,94,30,-3,5.660507,32.041334,0.000000,0.000000,2.000000,0.000000,0.170179,0.000000,1.000000,3.891820,0.371739,0.024845,0.050172,0.172970,0.000000,0.000000,0.000000,0.000000,0.000000,1353.920000,-0.281682,0.604172,0.487805,0.028261,0.000000,1.000000,0.000000,0.000000,0.371739,0.000000,0.207595,0.165092,-0.000043,0.050411,0.000000,1.419333,0.076317,0.133333,1.980000,0.203008,9.000000,3.000000,1.000000,0.023000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.003647,-0.000958,0.000164,0.000502,0.001075,-0.001404,-0.010262,-0.000691,0.007180,0.000452,-0.000142,0.000205,0.000584,0.000827,-0.012235,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,-0.000835,0.003078,-0.005490,0.008725,0.000258,-0.002214,0.002358,-0.002888,0.000007,-0.000389,0.001256,0.003440,0.000178,-0.000424,-0.008885,-0.000406,0.000823,0.016734,0.004251,0.000156,-0.004365,-0.000044,0.002253,-0.015322,-0.000534,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,-0.004409,0.009665,0.002176,6.411116,true,0.000000,4.615121,31.660507,1995-01-03,12.340000,-0.073593,0.000000,49,2,2018,26.312500,0.000000,0.000000,false,0.000000,-0.004209,0.047117,15.000000,12.340000,0.356564,PHI,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.238095,0.000000,1.000000,0.245902,5.345432,2026,0.846000,0.015000,0.935000,0.779972,0.806287,0.000000,0.000000,0.000000,-0.007491,8.000000
98,Mark Andrews,TE,BAL,00-0034753,131.200000,130,128,4.852030,128,4.852030,-0.014389,-0.015504,-0.010811,-0.015504,4.639585,-3.818750,14,32,95,35,-3,4.986995,24.870121,0.000000,0.000000,0.000000,0.000000,0.088424,0.000000,1.000000,4.454347,0.276543,0.126233,0.011278,0.141521,0.000000,0.000000,0.000000,0.000000,1.000000,1329.820000,-0.406624,0.558346,0.444079,0.000000,0.000000,1.000000,0.000000,0.000000,0.276543,0.000000,0.170681,0.166089,0.002842,0.033936,-0.013519,-0.915294,0.017171,0.058824,-3.400000,0.090226,0.000000,0.000000,0.000000,0.047000,0.000000,0.000000,0.000000,1.000000,0.000000,4.000000,0.000000,0.003154,-0.000588,0.000164,0.000502,0.010135,-0.001404,-0.005332,-0.000691,0.007180,0.001990,-0.000183,0.000012,0.000355,0.002136,-0.008133,-0.000920,-0.000085,0.000792,-0.000773,0.007096,-0.001134,0.003963,-0.012419,0.014602,0.000317,-0.002214,0.002358,-0.002888,0.000007,-0.000233,0.001256,0.002031,0.000181,0.004774,-0.005766,-0.001827,-0.002130,0.003108,0.011306,-0.000384,0.005447,0.000047,-0.000705,0.001175,0.000058,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,0.009275,-0.006989,-0.001248,1.892115,true,0.000000,4.615121,30.986995,1995-09-06,17.711765,0.000000,0.000000,86,3,2018,26.846154,0.000000,0.000000,false,0.000000,0.024384,-0.015686,17.000000,7.705882,0.274809,BAL,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.303030,0.093750,1.058824,0.267857,-0.485540,2026,0.617059,-0.265000,0.785000,0.756027,0.300404,0.000000,0.000000,0.000000,-0.014389,8.000000
99,Wan'Dale Robinson,WR,TEN,00-0038117,89.100000,91,88,4.477337,88,4.477337,-0.030153,-0.033523,-0.016216,-0.033523,4.767528,-4.066667,42,-8,109,-18,10,-0.346338,0.119950,-0.000000,-0.000000,1.000000,0.000000,-0.038324,1.000000,1.000000,3.761200,0.280943,0.000000,0.000000,0.430677,0.000000,0.000000,0.000000,0.000000,1.000000,1115.640000,-1.516997,0.660697,0.573844,0.414538,0.029101,2.000000,0.000000,0.000000,0.280943,0.000000,0.302658,0.294792,0.014606,0.168019,0.003988,-4.811875,-0.020451,0.250000,2.871691,0.205882,2.000000,0.000000,0.000000,0.058000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-0.000745,0.000689,0.000164,0.000502,0.005605,-0.001404,0.002311,0.003267,0.007180,0.000095,-0.000278,0.000021,0.000640,0.002515,-0.045849,-0.000920,-0.000085,0.000792,-0.000773,0.007096,-0.003794,0.011823,0.003057,-0.002840,-0.000543,-0.001723,-0.002680,-0.002888,0.000007,-0.000240,0.001256,0.007069,0.000647,0.025973,-0.031146,0.000014,-0.007060,-0.005560,-0.006798,0.000246,-0.004615,0.000027,-0.000705,0.001175,0.000329,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,-0.004409,0.009665,0.002269,6.533878,true,3.332205,4.110874,25.653662,2001-01-05,13.618750,0.058196,0.016166,43,2,2022,9.352941,0.000000,0.000000,false,0.000000,0.021608,-0.008104,16.000000,13.618750,0.110142,NYG,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.222222,0.000000,0.875000,0.205882,-1.814410,2026,0.907500,0.130000,0.995000,1.243756,0.823860,0.000000,0.000000,0.000000,-0.030153,4.000000
100,Aaron Jones Sr.,RB,MIN,00-0033293,90.900000,93,111,4.709530,111,4.709530,0.161062,0.176931,0.097297,0.176931,4.448185,-7.501250,35,-7,90,3,-10,5.748118,33.040857,5.748118,0.000000,5.000000,0.000000,-0.072490,0.000000,1.000000,5.204007,0.140312,0.046914,0.000000,0.130948,1.000000,3.018000,0.000000,0.000000,0.000000,1131.140000,-1.436641,0.629365,0.525761,0.075724,0.479012,1.000000,0.000000,0.000000,0.000000,0.046914,0.141378,-0.010993,0.004959,0.041680,0.035217,-1.687500,-0.015168,0.000000,-4.320098,0.167785,8.000000,1.000000,0.000000,0.018000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,0.003711,-0.001010,0.010289,0.000502,-0.012514,-0.001404,0.004371,-0.000691,0.007180,0.004039,0.000870,-0.000263,0.000534,0.002515,-0.006754,0.005695,0.005618,0.000792,-0.000773,-0.001733,-0.003601,0.011254,-0.001681,0.003623,0.000160,0.005875,0.002358,-0.002888,0.000007,0.000220,0.000680,0.000912,-0.000460,0.008590,-0.007232,0.003297,-0.003107,-0.004343,0.016877,-0.000476,-0.001300,-0.000034,0.000281,0.001175,-0.000658,-0.000055,-0.004263,-0.000208,-0.002206,-0.000454,0.016117,-0.006989,0.001248,5.186387,true,0.000000,3.401197,31.748118,1994-12-02,19.675000,0.031090,0.000000,182,5,2017,0.000000,0.000000,0.000000,false,0.000000,0.039269,-0.005090,12.000000,9.891667,0.151643,MIN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.916667,0.064935,-0.975992,2026,0.550833,0.110000,0.672500,0.210606,0.426176,0.000000,0.000000,0.000000,0.161062,9.000000
101,J.K. Dobbins,RB,DEN,00-0036158,93.400000,96,105,4.653960,105,4.653960,0.081493,0.089612,0.048649,0.089612,4.393983,-7.501250,38,-5,96,0,-5,1.707050,2.914020,1.707050,0.000000,7.000000,0.000000,-0.017057,0.000000,1.000000,4.007333,0.000000,0.000000,0.000000,0.147750,0.000000,0.000000,0.000000,0.000000,0.000000,1494.540000,0.447334,0.625945,0.564054,0.174576,0.440789,2.000000,0.000000,0.000000,0.000000,0.000000,0.045866,-0.012047,-0.002896,-0.017639,0.038247,0.520000,-0.008557,0.000000,-3.163846,0.440476,12.000000,0.000000,0.000000,0.027000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000756,0.000545,0.003171,0.000502,-0.021573,-0.001404,0.001029,-0.000691,0.007180,0.000768,0.000392,-0.000546,0.000640,0.002515,-0.008945,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.000912,-0.002083,-0.002198,-0.001524,-0.000045,0.005229,-0.002680,-0.002888,0.000007,0.000220,0.001256,-0.002735,-0.000464,-0.005565,0.003996,0.003616,-0.000315,-0.002820,0.016877,-0.000360,-0.025025,-0.000074,-0.000705,0.001175,-0.000436,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,-0.000988,-0.006989,0.002382,6.682548,true,1.609438,4.477337,27.707050,1998-12-17,14.753846,0.013948,0.000000,55,2,2020,0.000000,0.000000,0.000000,false,0.000000,-0.031055,-0.002697,10.000000,11.590000,0.207075,DEN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.333333,1.100000,0.000000,-0.654664,2026,0.511000,-0.025000,0.562500,-0.359291,-1.645882,0.000000,0.000000,0.000000,0.081493,6.000000
102,Rachaad White,RB,WAS,00-0037256,100.700000,104,109,4.691348,109,4.691348,0.042925,0.046957,0.027027,0.046957,4.441259,-7.501250,37,2,101,3,-1,1.635866,2.676057,1.635866,0.000000,0.000000,0.000000,-0.056300,1.000000,1.000000,4.510860,0.523148,0.322314,0.057416,0.132370,1.000000,3.775714,0.000000,0.000000,0.000000,1272.060000,-0.706069,0.576938,0.471616,0.101852,0.452479,1.000000,0.000000,0.000000,0.000000,0.322314,0.082613,-0.028236,-0.000575,-0.000991,-0.161303,0.202353,-0.009910,0.058824,-4.894902,0.044118,3.000000,0.000000,0.000000,0.007000,0.000000,0.000000,0.000000,1.000000,0.000000,2.000000,0.000000,0.000704,0.000558,0.003045,0.000502,0.010135,-0.001404,0.003395,0.003267,0.007180,0.002144,0.000161,0.000510,-0.000087,0.000583,-0.006939,0.005695,0.007050,0.000792,-0.000773,-0.001733,-0.001851,0.006082,-0.009608,0.010901,0.000105,0.005427,0.002358,-0.002888,0.000007,0.000220,-0.002706,-0.001332,-0.000523,-0.001382,0.000845,-0.017367,-0.000717,-0.003132,0.011306,-0.000534,0.009459,0.000017,-0.000705,0.001175,-0.000929,-0.000055,-0.004263,-0.000208,0.003513,-0.000454,0.002433,-0.006989,0.000077,3.640782,true,0.000000,2.890372,27.635866,1999-01-12,15.758824,0.010056,0.000000,91,3,2022,0.000000,0.000000,0.000000,false,0.000000,0.000177,0.005925,17.000000,8.411765,0.167832,TB,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.026316,0.409091,1.176471,0.131579,-2.821235,2026,0.510588,0.092500,0.797500,0.636142,-0.445882,0.000000,0.000000,0.000000,0.042925,4.000000
103,Blake Corum,RB,LAR,00-0039738,119.800000,118,112,4.718499,112,4.718499,-0.048009,-0.052186,-0.032432,-0.052186,4.443168,-7.501250,36,15,103,15,0,-0.234086,0.054796,-0.234086,-0.000000,0.000000,0.000000,0.070467,1.000000,1.000000,4.418841,0.025818,0.019355,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1800.180000,2.031863,0.630326,0.555449,0.086059,0.576344,2.000000,0.000000,0.000000,0.000000,0.019355,0.022619,0.001133,-0.000834,-0.016755,0.052291,0.732353,0.005227,0.058824,4.795378,0.088235,1.000000,0.000000,0.000000,0.006000,0.000000,3.000000,0.000000,1.000000,0.000000,0.000000,1.000000,-0.000663,0.000693,-0.000248,0.000502,0.010135,-0.001404,-0.004249,0.003267,0.007180,0.001893,-0.000385,-0.000494,0.000596,0.002515,0.010326,-0.000920,-0.000085,0.000792,-0.000773,-0.001733,0.004708,-0.013300,-0.001535,-0.000368,0.000138,0.007519,-0.002680,-0.002888,0.000007,0.000220,0.001018,-0.003622,-0.000416,-0.001849,0.003829,0.005093,-0.000046,0.000356,0.011306,0.000439,0.005620,0.000037,-0.000705,0.001175,-0.000954,-0.000055,0.008142,-0.000208,0.003513,-0.000454,-0.004409,0.009665,-0.000776,2.515202,true,4.442651,4.615121,25.765914,2000-11-25,7.188235,0.006798,0.000000,83,3,2024,0.000000,0.000000,0.000000,false,0.000000,0.000000,0.000000,17.000000,7.188235,0.294599,LA,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.382353,1.000000,0.009174,-0.879500,2026,0.291176,0.082500,0.382500,0.417180,0.283529,0.000000,0.000000,0.000000,-0.048009,2.000000
104,Jacory Croskey-Merritt,RB,WAS,00-0040242,121.800000,121,125,4.828314,125,4.828314,0.030077,0.032523,0.021622,0.032523,4.332833,-7.501250,39,17,104,17,0,-0.611910,0.374433,-0.611910,-0.000000,0.000000,0.000000,0.117992,0.000000,1.000000,5.501258,0.523148,0.322314,0.337077,0.132370,1.000000,3.775714,0.000000,0.000000,0.000000,1272.060000,-0.706069,0.576938,0.471616,0.071759,0.090909,2.000000,0.000000,0.000000,0.000000,0.322314,0.029820,-0.005385,-0.004072,-0.049593,0.000621,1.007647,0.010044,0.117647,0.000000,0.000000,1.000000,0.000000,0.000000,0.004000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,1.000000,-0.000939,0.000676,-0.000914,0.000502,0.010135,-0.001404,-0.007115,-0.000691,0.007180,0.004852,0.000084,0.000510,-0.000087,-0.008827,-0.006939,0.005695,0.007050,0.000792,-0.000773,-0.001733,-0.001851,0.006082,-0.009608,0.010901,0.000168,-0.000679,-0.002680,-0.002888,0.000007,0.000220,-0.002706,-0.003347,-0.000440,-0.007684,0.010045,-0.000340,0.000302,0.001466,0.005736,-0.000042,0.013297,0.000037,-0.000705,0.001175,-0.001003,-0.000055,0.004007,-0.000208,-0.002206,-0.000454,-0.004409,0.009665,0.000323,3.965701,true,2.890372,4.615121,25.388090,2001-04-12,8.252941,0.010056,0.000000,245,7,2025,0.000000,0.000000,0.000000,false,0.000000,0.000177,0.005925,17.000000,8.252941,0.342124,WAS,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.351351,1.294118,0.019608,0.297001,2026,0.394706,0.105000,0.597500,0.636142,-0.445882,0.000000,0.000000,0.000000,0.030077,1.000000
105,Jordan Mason,RB,MIN,00-0037525,125.600000,122,126,4.836282,126,4.836282,0.029853,0.032261,0.021622,0.032261,4.281947,-7.501250,41,17,105,17,0,1.274470,1.624273,1.274470,0.000000,1.000000,0.000000,0.055154,0.000000,1.000000,5.598422,0.140312,0.046914,0.000000,0.130948,1.000000,3.018000,0.000000,0.000000,0.000000,1131.140000,-1.436641,0.629365,0.525761,0.131403,0.412346,2.000000,0.000000,0.000000,0.000000,0.046914,0.035068,-0.015324,-0.004662,-0.055202,-0.093825,0.821250,0.001776,0.062500,-1.527083,0.338235,6.000000,0.000000,1.000000,0.019000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000440,0.000612,0.002409,0.000502,0.005605,-0.001404,-0.003326,-0.000691,0.007180,0.005117,0.000082,-0.000263,0.000534,0.002515,-0.006754,0.005695,0.005618,0.000792,-0.000773,-0.001733,-0.003601,0.011254,-0.001681,0.003623,0.000044,0.004749,-0.002680,-0.002888,0.000007,0.000220,0.000680,-0.003147,-0.000476,-0.008747,0.011106,-0.010272,0.000066,-0.000439,0.010958,-0.000196,-0.016130,-0.000013,-0.000705,-0.015322,-0.000633,0.002577,-0.004263,-0.000208,-0.002206,-0.000454,-0.000988,-0.006989,0.000195,3.796335,true,3.401197,4.615121,27.274470,1999-05-24,9.583333,0.031090,0.000000,,,2022,0.000000,0.000000,0.000000,false,0.000000,0.039269,-0.005090,16.000000,8.056250,0.279286,MIN,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.466667,0.625000,0.012987,0.989372,2026,0.427500,-0.307500,0.662500,0.210606,0.426176,0.000000,0.000000,0.000000,0.029853,4.000000
